Device Category,In-Market Segment,Affinity Category (reach),Day of Week,Source / Medium,Avg. % Conversion Probability,Avg. Session Duration,New Users,Sessions,Avg. Order Value,Avg. QTY
desktop,Travel/Air Travel,Shoppers/Luxury Shoppers,0,(direct) / (none),4.9,0:03:40,7,12,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Media & Entertainment/Music Lovers,1,(direct) / (none),4.9,0:01:04,18,27,$0.00,0
desktop,Travel/Air Travel,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.9,0:04:19,25,37,$70.36,2
desktop,Employment,Sports & Fitness/Sports Fans/Soccer Fans,0,google / organic,4.9,0:02:25,6,10,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Lifestyles & Hobbies/Art & Theater Aficionados,0,(direct) / (none),4.9,0:02:43,14,17,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Travel/Travel Buffs/Beachbound Travelers,1,google / organic,4.9,0:03:44,10,13,$263.89,2.75
desktop,Employment/Sales & Marketing Jobs,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.9,0:01:13,19,28,$0.00,0
desktop,Real Estate/Residential Properties,Shoppers/Luxury Shoppers,1,(direct) / (none),4.9,0:03:41,15,20,$175.90,2.5
desktop,Employment/Executive & Management Jobs,Banking & Finance/Avid Investors,0,google / organic,4.9,0:04:09,8,14,$0.00,0
desktop,Travel/Air Travel,Travel/Travel Buffs/Luxury Travelers,1,google / organic,4.9,0:00:54,17,26,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Lifestyles & Hobbies/Business Professionals,1,(direct) / (none),4.9,0:01:31,21,30,$175.90,2.5
desktop,Travel/Trips by Destination/Trips to North America/Trips to the US,Lifestyles & Hobbies/Family-Focused,1,google / organic,4.9,0:02:15,7,10,$0.00,0
desktop,Business Services/Advertising & Marketing Services,News & Politics/Avid News Readers,0,(direct) / (none),4.9,0:02:45,14,18,$0.00,0
desktop,Employment/Executive & Management Jobs,News & Politics/Avid News Readers/Avid Political News Readers,0,google / organic,4.9,0:03:43,9,14,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Banking & Finance/Avid Investors,1,(direct) / (none),4.9,0:01:34,20,26,$175.90,2.5
desktop,Beauty Products & Services/Makeup & Cosmetics,Technology/Technophiles,1,(direct) / (none),4.8,0:04:52,6,11,$17.59,1
desktop,Consumer Electronics/Audio,Technology/Technophiles,1,(direct) / (none),4.8,0:02:45,9,12,$0.00,0
desktop,Apparel & Accessories/Activewear,Shoppers/Luxury Shoppers,0,google / organic,4.8,0:00:41,8,10,$0.00,0
desktop,Employment/Career Consulting Services,Lifestyles & Hobbies/Fashionistas,1,mall.googleplex.com / referral,4.8,0:04:41,11,16,$183.88,1.71
desktop,Education/Post-Secondary Education,Food & Dining/Foodies,1,mall.googleplex.com / referral,4.8,0:05:18,10,16,$250.91,8
desktop,Employment/Career Consulting Services,News & Politics/Avid News Readers/Avid Political News Readers,0,(direct) / (none),4.8,0:01:42,8,10,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.8,0:02:05,15,19,$175.90,2.5
desktop,Employment/Executive & Management Jobs,Sports & Fitness/Health & Fitness Buffs,0,google / organic,4.8,0:03:36,8,15,$0.00,0
desktop,Consumer Electronics/Audio,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.8,0:02:44,9,12,$0.00,0
desktop,Consumer Electronics/Audio,Media & Entertainment/Music Lovers,1,(direct) / (none),4.8,0:02:44,9,12,$0.00,0
desktop,Apparel & Accessories,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.8,0:05:15,16,24,$0.00,0
desktop,Apparel & Accessories/Handbags,Lifestyles & Hobbies/Art & Theater Aficionados,1,(direct) / (none),4.8,0:02:10,10,13,$0.00,0
desktop,Apparel & Accessories/Handbags,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.8,0:02:51,7,12,$0.00,0
desktop,Dating Services,Lifestyles & Hobbies/Art & Theater Aficionados,1,mall.googleplex.com / referral,4.8,0:02:04,8,12,$0.00,0
desktop,Travel/Air Travel,Shoppers/Luxury Shoppers,1,(direct) / (none),4.8,0:04:16,25,38,$70.36,2
desktop,Employment/Career Consulting Services,Banking & Finance/Avid Investors,1,(direct) / (none),4.8,0:02:22,23,30,$96.74,2.2
desktop,Travel/Air Travel,Sports & Fitness/Health & Fitness Buffs,1,(direct) / (none),4.8,0:03:27,26,38,$70.36,2
desktop,Computers & Peripherals/Computers/Laptops & Notebooks,Technology/Technophiles,1,(direct) / (none),4.8,0:02:34,18,21,$41.95,1
desktop,Computers & Peripherals/Computers/Tablets & Ultraportable Devices,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,1,(direct) / (none),4.8,0:04:06,10,17,$0.00,0
mobile,Consumer Electronics/Mobile Phones,Media & Entertainment/Light TV Viewers,1,(direct) / (none),4.8,0:00:46,12,19,$0.00,0
desktop,Apparel & Accessories,Sports & Fitness/Health & Fitness Buffs,0,google / organic,4.8,0:01:54,13,21,$0.00,0
desktop,Employment,Food & Dining/Cooking Enthusiasts,1,(direct) / (none),4.8,0:02:38,12,15,$175.90,2.5
desktop,Apparel & Accessories/Women's Apparel,Shoppers/Shoppers by Store Type/Department Store Shoppers,0,google / organic,4.8,0:01:01,11,16,$0.00,0
desktop,Employment,Technology/Technophiles,1,(direct) / (none),4.8,0:01:43,42,56,$17.59,1
desktop,Home & Garden/Home Decor,Technology/Technophiles,1,(direct) / (none),4.8,0:03:55,13,19,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Lifestyles & Hobbies/Shutterbugs,1,(direct) / (none),4.8,0:02:00,16,20,$175.90,2.5
desktop,Real Estate/Residential Properties,News & Politics/Avid News Readers/Entertainment News Enthusiasts,1,(direct) / (none),4.8,0:03:58,9,14,$175.90,2.5
desktop,Education/Post-Secondary Education,Banking & Finance/Avid Investors,1,(direct) / (none),4.8,0:03:19,11,13,$29.77,1
desktop,Employment/Executive & Management Jobs,Travel/Business Travelers,0,google / organic,4.8,0:03:55,9,14,$0.00,0
desktop,Travel/Car Rental,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.8,0:01:31,7,13,$0.00,0
desktop,Travel/Car Rental,Media & Entertainment/Music Lovers,1,(direct) / (none),4.8,0:01:31,7,13,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Sports & Fitness/Health & Fitness Buffs,1,(direct) / (none),4.8,0:01:43,20,26,$175.90,2.5
desktop,Computers & Peripherals/Computers/Laptops & Notebooks,Shoppers/Value Shoppers,1,(direct) / (none),4.8,0:02:28,19,22,$41.95,1
desktop,Gifts & Occasions,Sports & Fitness/Health & Fitness Buffs,1,google / organic,4.8,0:01:04,9,16,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Food & Dining/Foodies,1,(direct) / (none),4.8,0:03:40,13,21,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Lifestyles & Hobbies/Fashionistas,1,(direct) / (none),4.8,0:03:40,13,21,$0.00,0
desktop,Gifts & Occasions/Wedding Planning,Media & Entertainment/Music Lovers,1,google / organic,4.8,0:01:18,11,15,$0.00,0
desktop,Education/Post-Secondary Education/Technology Education,Shoppers/Shoppers by Store Type/Department Store Shoppers,1,google / organic,4.8,0:00:50,7,10,$0.00,0
desktop,Travel/Air Travel,Lifestyles & Hobbies/Business Professionals,1,(direct) / (none),4.8,0:04:05,27,40,$70.36,2
desktop,Education/Post-Secondary Education,Shoppers/Luxury Shoppers,1,(direct) / (none),4.8,0:04:03,10,13,$17.59,1
desktop,Business Services/Advertising & Marketing Services,Lifestyles & Hobbies/Fashionistas,0,(direct) / (none),4.8,0:03:34,12,17,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Shoppers/Shopaholics,0,(direct) / (none),4.8,0:03:19,12,17,$0.00,0
desktop,Education/Foreign Language Study,Lifestyles & Hobbies/Frequently Attends Live Events,1,(direct) / (none),4.8,0:04:23,8,15,$0.00,0
desktop,Gifts & Occasions/Wedding Planning,Lifestyles & Hobbies/Art & Theater Aficionados,1,google / organic,4.8,0:01:19,11,15,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Travel/Travel Buffs,1,(direct) / (none),4.8,0:01:37,16,22,$175.90,2.5
desktop,Real Estate/Residential Properties,Lifestyles & Hobbies/Business Professionals,1,(direct) / (none),4.8,0:03:46,14,19,$175.90,2.5
desktop,Home & Garden/Home Decor,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.7,0:03:40,15,24,$0.00,0
desktop,Financial Services/Investment Services,Travel/Business Travelers,0,(direct) / (none),4.7,0:02:28,6,10,$0.00,0
desktop,Home & Garden/Home Decor,Food & Dining/Cooking Enthusiasts/Aspiring Chefs,1,google / organic,4.7,0:01:38,7,11,$0.00,0
desktop,Business Services/Business Technology/Enterprise Software,Media & Entertainment/Movie Lovers,1,mall.googleplex.com / referral,4.7,0:03:58,6,15,$71.99,1
desktop,Business Services/Business Technology/Web Services/Web Design & Development,Shoppers/Value Shoppers,1,(direct) / (none),4.7,0:02:25,31,37,$0.00,0
desktop,Consumer Electronics/Mobile Phones,Lifestyles & Hobbies/Green Living Enthusiasts,1,(direct) / (none),4.7,0:03:31,15,20,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Media & Entertainment/TV Lovers,1,(direct) / (none),4.7,0:03:40,5,11,$0.00,0
desktop,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,Media & Entertainment/TV Lovers,1,(direct) / (none),4.7,0:03:40,5,11,$0.00,0
desktop,Dating Services,Technology/Technophiles,1,mall.googleplex.com / referral,4.7,0:02:37,7,12,$0.00,0
desktop,Apparel & Accessories/Jewelry & Watches/Fine Jewelry,Lifestyles & Hobbies/Art & Theater Aficionados,1,google / organic,4.7,0:01:30,6,11,$0.00,0
desktop,Employment/Career Consulting Services,Food & Dining/Fast Food Cravers,1,(direct) / (none),4.7,0:01:45,12,18,$0.00,0
desktop,Travel/Hotels & Accommodations/Vacation Rentals,Lifestyles & Hobbies/Nightlife Enthusiasts,0,google / organic,4.7,0:00:55,8,12,$0.00,0
desktop,Gifts & Occasions/Wedding Planning,Home & Garden/Home Decor Enthusiasts,1,google / organic,4.7,0:04:00,10,12,$0.00,0
desktop,Business Services/Business Technology/Enterprise Software/Collaboration & Conferencing Tools,Media & Entertainment/Gamers/Hardcore Gamers,1,google / organic,4.7,0:02:14,9,12,$0.00,0
desktop,Apparel & Accessories/Shoes,Lifestyles & Hobbies/Family-Focused,1,google / organic,4.7,0:00:41,10,14,$0.00,0
desktop,Apparel & Accessories/Handbags,Food & Dining/Foodies,1,(direct) / (none),4.7,0:04:09,9,14,$0.00,0
desktop,Travel/Air Travel,Media & Entertainment/Music Lovers/Pop Music Fans,1,(direct) / (none),4.7,0:03:34,9,15,$0.00,0
desktop,Travel/Car Rental,Technology/Technophiles,1,(direct) / (none),4.7,0:01:19,6,11,$0.00,0
desktop,Business Services/Business Technology/Web Services/Web Design & Development,Beauty & Wellness/Frequently Visits Salons,1,(direct) / (none),4.7,0:03:40,11,13,$0.00,0
desktop,Travel/Vacation Packages,Shoppers/Shopaholics,1,google / organic,4.6,0:02:45,11,18,$739.32,18.5
desktop,Education/Post-Secondary Education,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.6,0:05:08,13,16,$29.77,1
desktop,Autos & Vehicles/Motor Vehicles/Motor Vehicles (New),Technology/Technophiles,1,(direct) / (none),4.6,0:02:56,11,11,$0.00,0
desktop,Computers & Peripherals/Computers/Laptops & Notebooks,Media & Entertainment/Light TV Viewers,1,(direct) / (none),4.6,0:02:43,15,17,$41.95,1
desktop,Travel/Hotels & Accommodations,Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,1,google / organic,4.6,0:00:58,11,24,$0.00,0
mobile,Employment,Shoppers/Value Shoppers,1,(direct) / (none),4.6,0:01:51,10,17,$0.00,0
mobile,Employment,Technology/Mobile Enthusiasts,1,(direct) / (none),4.6,0:01:51,10,17,$0.00,0
desktop,Education/Primary & Secondary Schools (K-12),Food & Dining/Coffee Shop Regulars,1,mall.googleplex.com / referral,4.6,0:06:59,8,15,$284.42,19
desktop,Education/Primary & Secondary Schools (K-12),Lifestyles & Hobbies/Business Professionals,1,mall.googleplex.com / referral,4.6,0:06:59,8,15,$284.42,19
desktop,Employment/Career Consulting Services,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,1,(direct) / (none),4.6,0:01:12,21,30,$17.59,1
desktop,Apparel & Accessories/Handbags,Technology/Mobile Enthusiasts,1,(direct) / (none),4.6,0:04:16,8,13,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Shoppers/Luxury Shoppers,0,google / organic,4.6,0:01:42,15,21,$0.00,0
desktop,Real Estate/Residential Properties/Residential Properties (For Rent),Shoppers/Value Shoppers,0,google / organic,4.6,0:01:14,7,11,$0.00,0
desktop,Travel/Hotels & Accommodations,Food & Dining/Fast Food Cravers,1,google / organic,4.6,0:01:18,25,41,$0.00,0
desktop,Real Estate/Residential Properties,News & Politics/Avid News Readers,1,(direct) / (none),4.6,0:03:50,13,19,$175.90,2.5
desktop,Apparel & Accessories,Food & Dining/Coffee Shop Regulars,0,google / organic,4.6,0:01:54,14,22,$0.00,0
desktop,Education/Post-Secondary Education,Lifestyles & Hobbies/Fashionistas,1,(direct) / (none),4.6,0:05:27,10,13,$29.77,1
desktop,Education/Primary & Secondary Schools (K-12),Shoppers/Luxury Shoppers,1,(direct) / (none),4.6,0:02:59,8,12,$17.59,1
desktop,Education/Primary & Secondary Schools (K-12),Shoppers/Value Shoppers,1,mall.googleplex.com / referral,4.6,0:06:38,9,16,$284.42,19
desktop,Education/Primary & Secondary Schools (K-12),Travel/Travel Buffs,1,mall.googleplex.com / referral,4.6,0:06:38,9,16,$284.42,19
desktop,Employment/Career Consulting Services,Travel/Business Travelers,1,(direct) / (none),4.6,0:02:07,21,27,$96.74,2.2
desktop,Business Services/Advertising & Marketing Services,Travel/Travel Buffs,0,(direct) / (none),4.6,0:03:31,13,19,$0.00,0
desktop,Apparel & Accessories/Handbags,Shoppers/Luxury Shoppers,1,(direct) / (none),4.6,0:04:21,8,13,$0.00,0
desktop,Employment/IT & Technical Jobs,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,1,google / organic,4.5,0:06:27,7,10,$0.00,0
desktop,Real Estate/Residential Properties,Technology/Technophiles,1,(direct) / (none),4.5,0:03:08,18,22,$0.00,0
desktop,Travel/Hotels & Accommodations/Vacation Rentals,Lifestyles & Hobbies/Frequently Attends Live Events,0,google / organic,4.5,0:01:14,9,12,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Media & Entertainment/Movie Lovers,0,(direct) / (none),4.5,0:02:33,18,25,$0.00,0
desktop,Apparel & Accessories,Beauty & Wellness/Frequently Visits Salons,1,(direct) / (none),4.5,0:06:57,9,12,$0.00,0
desktop,Travel/Trips by Destination/Trips to North America/Trips to the US,Lifestyles & Hobbies/Pet Lovers,1,google / organic,4.5,0:01:34,8,14,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Lifestyles & Hobbies/Green Living Enthusiasts,0,(direct) / (none),4.5,0:02:35,12,15,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Travel/Business Travelers,0,(direct) / (none),4.5,0:03:11,14,20,$0.00,0
desktop,Business Services/Business Technology/Web Services/Web Design & Development,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.5,0:01:48,12,14,$0.00,0
desktop,Software/Business & Productivity Software,Food & Dining/Fast Food Cravers,1,(direct) / (none),4.5,0:02:25,17,24,$0.00,0
desktop,Employment,Lifestyles & Hobbies/Frequently Attends Live Events,1,(direct) / (none),4.5,0:01:59,16,22,$0.00,0
desktop,Travel/Hotels & Accommodations,Media & Entertainment/Light TV Viewers,1,(direct) / (none),4.5,0:02:01,14,17,$0.00,0
desktop,Employment/Career Consulting Services,Media & Entertainment/Movie Lovers/Action & Adventure Movie Fans,1,(direct) / (none),4.5,0:01:12,9,11,$0.00,0
desktop,Travel/Hotels & Accommodations,Technology/Mobile Enthusiasts,0,(direct) / (none),4.5,0:02:27,10,15,$0.00,0
desktop,Home & Garden/Home Decor,Home & Garden/Home Decor Enthusiasts,1,(direct) / (none),4.5,0:03:56,8,14,$0.00,0
desktop,Business Services/Business Technology/Enterprise Software,Food & Dining/Coffee Shop Regulars,1,mall.googleplex.com / referral,4.5,0:04:53,7,12,$119.99,1
desktop,Software/Business & Productivity Software,Travel/Travel Buffs/Beachbound Travelers,1,(direct) / (none),4.5,0:04:48,9,12,$175.90,2.5
desktop,Gifts & Occasions,Shoppers/Value Shoppers,1,google / organic,4.5,0:01:24,10,17,$0.00,0
desktop,Employment,Shoppers/Value Shoppers,1,(direct) / (none),4.5,0:01:38,44,59,$17.59,1
desktop,Employment/Sales & Marketing Jobs,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Lunch Out,0,google / organic,4.5,0:02:33,14,24,$0.00,0
desktop,Consumer Electronics/Audio,Shoppers/Value Shoppers,1,(direct) / (none),4.5,0:02:32,10,13,$0.00,0
desktop,Real Estate/Residential Properties,Sports & Fitness/Sports Fans,1,(direct) / (none),4.5,0:04:36,9,12,$175.90,2.5
desktop,Business Services/Advertising & Marketing Services,Food & Dining/Coffee Shop Regulars,0,(direct) / (none),4.5,0:03:11,16,22,$0.00,0
desktop,Real Estate/Residential Properties,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.5,0:01:17,15,20,$0.00,0
desktop,Real Estate/Residential Properties,News & Politics/Avid News Readers/Avid Political News Readers,1,(direct) / (none),4.5,0:03:19,14,19,$175.90,2.5
desktop,Real Estate/Residential Properties/Residential Properties (For Sale),Lifestyles & Hobbies/Business Professionals,0,google / organic,4.5,0:01:53,8,17,$0.00,0
desktop,Real Estate/Residential Properties,Lifestyles & Hobbies/Shutterbugs,1,(direct) / (none),4.5,0:01:41,16,21,$175.90,2.5
desktop,Apparel & Accessories/Women's Apparel,Food & Dining/Fast Food Cravers,1,(direct) / (none),4.5,0:04:40,8,13,$0.00,0
desktop,Autos & Vehicles/Motor Vehicles/Motor Vehicles (New),Lifestyles & Hobbies/Business Professionals,1,(direct) / (none),4.5,0:02:46,11,11,$0.00,0
desktop,Travel/Hotels & Accommodations,Media & Entertainment/Music Lovers/Pop Music Fans,1,(direct) / (none),4.5,0:03:59,10,16,$0.00,0
desktop,Apparel & Accessories/Handbags,Shoppers/Shopaholics,1,(direct) / (none),4.5,0:03:53,10,15,$0.00,0
desktop,Business Services/Business Technology/Web Services/Web Design & Development,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,1,(direct) / (none),4.5,0:02:41,12,14,$0.00,0
desktop,Travel/Hotels & Accommodations,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,0,(direct) / (none),4.5,0:02:04,10,17,$0.00,0
desktop,Business Services/Business Technology/Network Systems & Services/Hosted Data & Cloud Storage,Sports & Fitness/Health & Fitness Buffs,1,(direct) / (none),4.5,0:04:11,10,13,$0.00,0
desktop,Apparel & Accessories,Lifestyles & Hobbies/Frequently Attends Live Events,0,google / organic,4.5,0:01:11,7,11,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Shoppers/Value Shoppers,1,(direct) / (none),4.5,0:01:08,23,32,$0.00,0
desktop,Education/Post-Secondary Education,Shoppers/Shopaholics,1,mall.googleplex.com / referral,4.5,0:04:14,10,13,$100.74,1.62
desktop,Gifts & Occasions/Wedding Planning,Shoppers/Luxury Shoppers,1,google / organic,4.4,0:03:40,10,13,$0.00,0
desktop,Software/Business & Productivity Software,Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,1,(direct) / (none),4.4,0:03:19,8,13,$0.00,0
desktop,Gifts & Occasions/Wedding Planning,Travel/Business Travelers,1,google / organic,4.4,0:01:46,10,13,$0.00,0
desktop,Travel/Air Travel,Media & Entertainment/Movie Lovers/Comedy Movie Fans,1,google / organic,4.4,0:00:09,6,12,$0.00,0
desktop,Education/Foreign Language Study,Lifestyles & Hobbies/Nightlife Enthusiasts,1,(direct) / (none),4.4,0:04:53,11,18,$0.00,0
desktop,Travel/Hotels & Accommodations,Lifestyles & Hobbies/Pet Lovers,0,google / organic,4.4,0:01:20,7,13,$0.00,0
desktop,Education/Primary & Secondary Schools (K-12),Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.4,0:02:13,8,12,$17.59,1
desktop,Travel/Hotels & Accommodations,Technology/Social Media Enthusiasts,1,(direct) / (none),4.4,0:00:57,7,12,$0.00,0
desktop,Home & Garden/Home Decor,Beauty & Wellness/Beauty Mavens,1,(direct) / (none),4.4,0:03:56,8,14,$0.00,0
desktop,Dating Services,Banking & Finance/Avid Investors,1,mall.googleplex.com / referral,4.4,0:01:37,8,13,$0.00,0
desktop,Education/Foreign Language Study,Food & Dining/Coffee Shop Regulars,1,(direct) / (none),4.4,0:03:37,11,18,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Food & Dining/Coffee Shop Regulars,0,google / organic,4.4,0:01:59,16,28,$0.00,0
desktop,Business Services/Advertising & Marketing Services,News & Politics/Avid News Readers/Avid Political News Readers,1,(direct) / (none),4.4,0:01:38,20,27,$175.90,2.5
desktop,Education/Post-Secondary Education,Lifestyles & Hobbies/Fashionistas,1,mall.googleplex.com / referral,4.4,0:05:24,10,13,$367.56,8.7
desktop,Apparel & Accessories,Beauty & Wellness/Beauty Mavens,1,(direct) / (none),4.4,0:06:17,8,14,$0.00,0
mobile,Employment,Technology/Technophiles,1,(direct) / (none),4.4,0:01:45,11,18,$0.00,0
desktop,Real Estate/Residential Properties/Residential Properties (For Sale)/Houses (For Sale)/Preowned Houses (For Sale),Lifestyles & Hobbies/Shutterbugs,1,google / organic,4.4,0:01:39,16,25,$0.00,0
desktop,Travel/Hotels & Accommodations,Lifestyles & Hobbies/Outdoor Enthusiasts,1,(direct) / (none),4.4,0:03:54,20,24,$0.00,0
desktop,Apparel & Accessories/Women's Apparel,Food & Dining/Cooking Enthusiasts,1,google / organic,4.4,0:03:16,7,13,$263.89,2.75
desktop,Dating Services,Media & Entertainment/Movie Lovers,1,mall.googleplex.com / referral,4.4,0:01:52,10,15,$0.00,0
desktop,Gifts & Occasions/Party Supplies & Planning/Party Supplies,Food & Dining/Foodies,1,google / organic,4.4,0:01:33,11,15,$43.58,1
desktop,Autos & Vehicles/Motor Vehicles/Motor Vehicles (Used),Shoppers/Shoppers by Store Type/Department Store Shoppers,1,google / organic,4.4,0:01:19,9,13,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Shoppers/Luxury Shoppers,0,(direct) / (none),4.4,0:03:14,18,25,$0.00,0
desktop,Education/Foreign Language Study,Media & Entertainment/Music Lovers,1,(direct) / (none),4.4,0:04:34,12,19,$0.00,0
desktop,Real Estate/Residential Properties,Shoppers/Value Shoppers,1,(direct) / (none),4.4,0:02:56,17,22,$0.00,0
desktop,Employment/Career Consulting Services,Media & Entertainment/Gamers/Shooter Game Fans,1,google / organic,4.4,0:05:45,11,15,$0.00,0
desktop,Travel/Air Travel,Sports & Fitness/Sports Fans,1,google / organic,4.4,0:02:02,34,54,$0.00,0
desktop,Beauty Products & Services,Lifestyles & Hobbies/Business Professionals,1,google / organic,4.4,0:03:24,11,14,$0.00,0
desktop,Computers & Peripherals/Computers/Tablets & Ultraportable Devices,Shoppers/Luxury Shoppers,1,(direct) / (none),4.4,0:03:54,13,21,$0.00,0
desktop,Education/Foreign Language Study,Technology/Technophiles,1,(direct) / (none),4.4,0:03:54,13,17,$0.00,0
desktop,Apparel & Accessories,Banking & Finance/Avid Investors,1,mall.googleplex.com / referral,4.4,0:05:43,9,12,$221.96,5.53
desktop,Financial Services/Investment Services,Travel/Travel Buffs,0,(direct) / (none),4.4,0:02:35,7,11,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Travel/Travel Buffs,0,google / organic,4.4,0:02:21,15,28,$0.00,0
desktop,Apparel & Accessories,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,1,(direct) / (none),4.4,0:05:59,9,14,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Lifestyles & Hobbies/Business Professionals,0,(direct) / (none),4.4,0:03:18,19,26,$0.00,0
desktop,Real Estate/Residential Properties/Residential Properties (For Sale),Technology/Technophiles,0,google / organic,4.4,0:01:42,10,17,$0.00,0
desktop,Employment/IT & Technical Jobs,Banking & Finance/Avid Investors,1,(direct) / (none),4.3,0:02:11,15,21,$96.74,2.2
desktop,Financial Services/Investment Services,Lifestyles & Hobbies/Nightlife Enthusiasts,1,(direct) / (none),4.3,0:02:19,11,16,$0.00,0
desktop,Apparel & Accessories/Handbags,Media & Entertainment/Music Lovers,1,(direct) / (none),4.3,0:02:01,10,14,$0.00,0
desktop,Apparel & Accessories,Travel/Business Travelers,1,(direct) / (none),4.3,0:06:06,10,14,$0.00,0
desktop,Business Services/Business Technology,Technology/Mobile Enthusiasts,1,google / organic,4.3,0:02:03,9,18,$0.00,0
desktop,Apparel & Accessories/Jewelry & Watches/Fine Jewelry,Media & Entertainment/Music Lovers,1,google / organic,4.3,0:01:22,7,12,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Media & Entertainment/Music Lovers/Rap & Hip Hop Fans,1,(direct) / (none),4.3,0:00:44,7,13,$0.00,0
desktop,Education/Primary & Secondary Schools (K-12),News & Politics/Avid News Readers/Avid Political News Readers,1,(direct) / (none),4.3,0:02:54,9,13,$17.59,1
desktop,Beauty Products & Services,Lifestyles & Hobbies/Green Living Enthusiasts,1,google / organic,4.3,0:00:48,9,14,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Lifestyles & Hobbies/Frequently Attends Live Events,1,(direct) / (none),4.3,0:01:58,16,23,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Shoppers/Value Shoppers,0,(direct) / (none),4.3,0:03:01,22,29,$0.00,0
desktop,Business Services/Advertising & Marketing Services,Media & Entertainment/Music Lovers,0,(direct) / (none),4.3,0:02:26,19,26,$0.00,0
desktop,Home & Garden/Home Decor,Lifestyles & Hobbies/Art & Theater Aficionados,1,(direct) / (none),4.3,0:03:00,9,15,$0.00,0
desktop,Employment/Career Consulting Services,Shoppers/Shopaholics,1,(direct) / (none),4.3,0:00:58,19,29,$17.59,1
desktop,Travel/Hotels & Accommodations,Beauty & Wellness/Beauty Mavens,1,(direct) / (none),4.3,0:06:05,8,13,$17.59,1
desktop,Computers & Peripherals/Computer Accessories & Components,Lifestyles & Hobbies/Art & Theater Aficionados,1,(direct) / (none),4.3,0:05:52,10,12,$41.95,1
desktop,Apparel & Accessories,Lifestyles & Hobbies/Nightlife Enthusiasts,1,(direct) / (none),4.3,0:05:19,8,13,$0.00,0
desktop,Employment/Career Consulting Services,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Breakfast Out,1,google / organic,4.3,0:05:49,7,10,$0.00,0
desktop,Computers & Peripherals/Computers/Tablets & Ultraportable Devices,Technology/Mobile Enthusiasts,1,(direct) / (none),4.3,0:04:03,11,19,$0.00,0
desktop,Apparel & Accessories/Handbags,Media & Entertainment/Movie Lovers,1,(direct) / (none),4.3,0:03:52,11,15,$0.00,0
desktop,Employment/Sales & Marketing Jobs,Media & Entertainment/Music Lovers,0,google / organic,4.3,0:03:12,15,27,$0.00,0
desktop,Travel/Hotels & Accommodations,Technology/Social Media Enthusiasts,0,google / organic,4.3,0:01:04,8,13,$0.00,0
desktop,Apparel & Accessories,Lifestyles & Hobbies/Shutterbugs,1,(direct) / (none),4.3,0:04:52,13,17,$0.00,0
